Employee_ID,Department,Job_Role,Gender,Age,Experience_Years,Monthly_Salary,Performance_Rating,Work_Hours_Per_Week,Training_Hours,Attrition,Job_Satisfaction
EMP06064,Sales,Analyst,Female,47,4,87144.65,5,36,60,No,3
EMP06065,Sales,Executive,Female,33,29,53279.87,3,48,66,Yes,3
EMP06066,HR,Manager,Female,48,7,54432.56,1,48,92,Yes,4
EMP06067,HR,Manager,Male,25,26,29970.65,2,39,94,No,3
EMP06068,IT,Executive,Female,56,12,199978.67,2,59,0,No,2
EMP06069,Marketing,Executive,Female,53,7,138920.06,2,61,92,Yes,1
EMP06070,Finance,Developer,Male,23,16,78406.39,1,51,4,No,5
EMP06071,Finance,Manager,Female,41,28,62619.48,3,67,43,No,5
EMP06072,Sales,Analyst,Male,28,29,138844.66,1,66,46,No,2
EMP06073,Marketing,Developer,Female,53,5,61812.04,4,63,90,No,3
EMP06074,Sales,Manager,Male,32,22,123188.01,4,39,23,Yes,5
EMP06075,IT,Manager,Female,39,14,153402.8,4,62,15,No,4
EMP06076,Marketing,Developer,Female,55,0,97898.6,2,38,51,Yes,5
EMP06077,Sales,Developer,Male,52,0,137865.69,5,36,50,Yes,2
EMP06078,IT,Developer,Male,59,27,22175.51,2,69,59,No,2
EMP06079,Sales,Developer,Female,54,26,131630.13,2,34,2,No,2
EMP06080,Marketing,Consultant,Male,57,25,55153.71,1,62,1,Yes,2
EMP06081,IT,Analyst,Male,30,9,146542.65,1,31,12,No,2
EMP06082,HR,Consultant,Female,21,19,166955.7,2,36,34,Yes,5
EMP06083,Finance,Manager,Female,33,8,105769.95,2,37,49,No,3
EMP06084,HR,Consultant,Female,38,27,89417.29,4,66,7,No,1
EMP06085,IT,Developer,Male,41,4,58516.8,3,58,21,No,2
EMP06086,IT,Executive,Female,34,17,177402.62,4,64,2,No,3
EMP06087,Sales,Developer,Female,30,7,94145.15,5,55,25,No,5
EMP06088,HR,Manager,Male,57,29,101677.5,2,42,62,No,1
EMP06089,HR,Consultant,Male,47,20,30981.52,5,65,60,Yes,4
EMP06090,Finance,Manager,Male,54,8,128207.04,5,40,76,No,4
EMP06091,HR,Manager,Female,49,12,73588.8,1,54,31,Yes,1
EMP06092,Finance,Consultant,Female,42,24,81971.89,1,55,92,No,3
EMP06093,Marketing,Developer,Male,34,22,126763.18,1,30,91,Yes,5
EMP06094,IT,Consultant,Male,53,29,158728.58,2,53,63,No,5
EMP06095,Marketing,Executive,Male,26,5,67941.13,1,54,76,Yes,5
EMP06096,Finance,Consultant,Female,43,22,103060.21,4,54,94,No,3
EMP06097,IT,Manager,Female,39,25,150133.53,2,57,93,No,1
EMP06098,IT,Consultant,Female,48,19,93631.68,3,39,31,No,1
EMP06099,Finance,Consultant,Male,32,17,65420.4,5,60,36,No,3
EMP06100,Sales,Developer,Female,24,20,184908.9,3,43,86,No,1
EMP06101,Finance,Consultant,Female,29,6,183894.0,2,48,58,No,5
EMP06102,IT,Executive,Female,57,29,39500.11,1,57,73,No,2
EMP06103,Sales,Executive,Male,56,10,125721.77,4,61,89,No,4
EMP06104,HR,Analyst,Male,54,25,34253.07,5,30,31,No,3
EMP06105,Marketing,Analyst,Female,50,25,113020.07,1,66,44,Yes,3
EMP06106,IT,Analyst,Female,29,12,40037.71,5,35,48,No,2
EMP06107,Sales,Analyst,Male,29,9,42551.65,2,43,16,No,1
EMP06108,Marketing,Analyst,Male,29,17,160850.58,1,52,73,Yes,2
EMP06109,Marketing,Developer,Female,30,25,160136.44,4,33,92,No,1
EMP06110,Marketing,Analyst,Female,43,1,116640.65,4,41,43,No,3
EMP06111,Sales,Executive,Female,45,28,136947.02,1,55,98,No,1
EMP06112,HR,Developer,Female,50,25,174485.37,2,34,0,No,4
EMP06113,IT,Manager,Male,25,17,48386.64,2,66,88,Yes,2
EMP06114,Sales,Manager,Male,35,0,63863.8,1,69,54,No,2
EMP06115,Finance,Manager,Female,37,20,62127.51,4,40,2,Yes,1
EMP06116,HR,Developer,Female,49,17,179339.39,5,30,38,Yes,5
EMP06117,IT,Manager,Female,37,7,178730.66,5,56,24,No,2
EMP06118,Marketing,Consultant,Male,34,8,194059.85,2,65,32,No,1
EMP06119,Sales,Manager,Female,51,18,126234.56,1,32,81,No,4
EMP06120,Finance,Executive,Female,55,24,117179.3,1,69,60,No,3
EMP06121,Finance,Executive,Male,21,3,147659.82,5,64,63,No,4
EMP06122,HR,Executive,Female,28,26,79062.79,5,38,25,No,2
EMP06123,Marketing,Consultant,Female,56,9,111393.81,4,52,56,No,3
EMP06124,Marketing,Analyst,Female,42,11,125092.43,1,33,88,Yes,3
EMP06125,Marketing,Consultant,Female,21,13,152183.05,1,68,20,No,3
EMP06126,Marketing,Developer,Female,58,12,176117.05,5,50,90,No,1
EMP06127,IT,Analyst,Male,26,11,117278.26,2,50,8,Yes,1
EMP06128,Marketing,Analyst,Female,45,27,53255.16,3,53,59,No,5
EMP06129,Sales,Executive,Male,52,25,116747.99,3,46,70,No,5
EMP06130,IT,Manager,Male,59,4,66875.9,5,33,11,No,1
EMP06131,Marketing,Developer,Female,48,7,59151.19,1,55,73,No,3
EMP06132,IT,Analyst,Male,24,24,138831.6,1,60,69,Yes,4
EMP06133,Finance,Manager,Female,40,4,49843.44,4,50,98,No,3
EMP06134,Marketing,Consultant,Female,58,1,112546.56,5,41,39,Yes,5
EMP06135,Sales,Analyst,Female,52,6,137953.45,4,64,16,No,1
EMP06136,HR,Developer,Male,24,7,65866.6,4,31,89,No,2
EMP06137,Finance,Consultant,Female,27,8,160413.55,2,60,15,No,2
EMP06138,Marketing,Executive,Male,27,22,147174.62,3,30,27,No,5
EMP06139,HR,Executive,Female,37,6,101574.83,3,33,70,No,1
EMP06140,Sales,Analyst,Female,58,22,134515.72,5,53,39,Yes,5
EMP06141,HR,Developer,Male,52,26,151221.33,2,61,82,No,4
EMP06142,IT,Manager,Female,45,10,119889.06,5,47,2,No,5
EMP06143,Marketing,Executive,Female,40,8,119296.41,3,53,11,Yes,4
EMP06144,HR,Developer,Male,58,23,126469.8,3,39,86,Yes,5
EMP06145,Finance,Consultant,Female,21,22,136169.84,2,50,60,No,1
EMP06146,IT,Analyst,Male,54,16,39972.16,3,62,11,No,4
EMP06147,IT,Consultant,Female,53,15,83584.47,2,65,26,No,3
EMP06148,Marketing,Analyst,Male,29,11,81089.81,1,69,41,No,5
EMP06149,Finance,Manager,Male,52,12,80746.24,4,37,78,Yes,2
EMP06150,IT,Consultant,Male,46,6,94168.82,3,31,72,No,5
EMP06151,IT,Developer,Male,48,6,145416.6,1,51,94,No,3
EMP06152,IT,Analyst,Female,22,20,131732.79,5,30,14,No,5
EMP06153,Finance,Developer,Female,47,2,102274.74,1,31,38,No,4
EMP06154,IT,Developer,Female,47,13,66037.16,4,54,75,Yes,3
EMP06155,HR,Manager,Male,27,3,173264.99,3,59,83,Yes,3
EMP06156,HR,Developer,Female,47,29,186608.51,4,58,97,Yes,1
EMP06157,Finance,Manager,Male,22,0,82979.65,3,51,52,No,4
EMP06158,Marketing,Manager,Female,28,23,184455.04,5,40,70,Yes,3
EMP06159,Finance,Consultant,Female,40,25,185367.71,3,54,68,Yes,2
EMP06160,Sales,Analyst,Female,56,6,72067.86,5,34,55,No,3
EMP06161,HR,Manager,Female,40,6,108843.65,1,47,45,No,5
EMP06162,IT,Consultant,Female,59,19,79387.5,5,50,73,No,5
EMP06163,Marketing,Executive,Female,53,9,132643.77,1,67,32,No,1
EMP06164,HR,Executive,Female,51,27,186747.58,2,45,83,Yes,2
EMP06165,HR,Consultant,Female,34,1,198212.1,1,52,37,No,1
EMP06166,IT,Executive,Female,23,29,90835.39,2,31,8,No,4
EMP06167,HR,Consultant,Female,39,6,29692.93,4,39,22,No,1
EMP06168,HR,Consultant,Female,34,22,168379.67,2,55,13,Yes,5
EMP06169,Marketing,Analyst,Male,42,4,86245.56,4,38,53,Yes,5
EMP06170,Finance,Analyst,Male,30,27,96661.6,3,69,51,No,4
EMP06171,IT,Analyst,Female,26,8,112520.0,3,31,37,Yes,4
EMP06172,Finance,Analyst,Male,33,17,100686.09,3,37,0,No,5
EMP06173,Sales,Executive,Male,22,4,95853.25,4,61,86,No,1
EMP06174,Finance,Executive,Female,42,5,136958.74,4,38,0,No,3
EMP06175,Sales,Manager,Male,37,19,168793.29,3,60,8,No,1
EMP06176,IT,Manager,Male,30,25,103798.02,3,47,59,Yes,5
EMP06177,IT,Executive,Male,32,19,96114.04,2,47,42,No,2
EMP06178,IT,Developer,Female,59,9,63216.35,2,41,44,Yes,4
EMP06179,IT,Consultant,Male,28,15,130047.26,1,66,34,No,5
EMP06180,Marketing,Developer,Female,21,24,178631.68,3,32,11,Yes,3
EMP06181,Marketing,Manager,Male,43,10,48785.66,4,50,38,No,5
EMP06182,IT,Executive,Male,47,3,154105.44,2,58,56,Yes,1
EMP06183,IT,Executive,Male,48,5,122669.26,3,64,49,No,2
EMP06184,HR,Developer,Female,53,18,64923.14,5,57,32,No,5
EMP06185,Marketing,Manager,Male,42,14,181809.34,2,45,76,No,1
EMP06186,Marketing,Executive,Female,48,21,57230.07,3,37,52,No,1
EMP06187,Sales,Developer,Male,42,22,177329.49,3,48,14,No,1
EMP06188,Finance,Developer,Male,36,22,149561.86,4,58,83,No,5
EMP06189,Marketing,Analyst,Female,36,13,182738.85,4,66,52,No,5
EMP06190,HR,Developer,Male,35,26,160757.18,4,37,58,No,1
EMP06191,Marketing,Developer,Male,34,4,129319.45,5,57,91,No,1
EMP06192,Marketing,Consultant,Female,53,8,36948.02,4,57,63,No,3
EMP06193,IT,Developer,Male,55,29,75536.36,3,60,83,No,4
EMP06194,Finance,Analyst,Male,52,8,137799.73,3,49,0,No,3
EMP06195,HR,Analyst,Male,59,7,179030.56,5,57,66,No,1
EMP06196,HR,Developer,Male,48,1,68472.07,3,53,72,No,3
EMP06197,Finance,Consultant,Male,43,18,60952.25,2,42,96,No,5
EMP06198,IT,Analyst,Male,51,20,134576.17,1,31,94,Yes,3
EMP06199,IT,Consultant,Male,50,19,133495.89,3,58,44,No,5
EMP06200,HR,Manager,Female,27,23,199423.05,5,63,51,No,4
EMP06201,HR,Analyst,Female,32,13,45532.05,4,41,77,No,3
EMP06202,Sales,Manager,Female,40,16,80809.31,1,57,86,No,3
EMP06203,Sales,Manager,Male,38,12,80772.17,1,50,66,No,2
EMP06204,HR,Analyst,Female,41,11,95909.97,3,50,98,No,3
EMP06205,Marketing,Consultant,Female,42,19,45814.95,5,65,16,No,1
EMP06206,Finance,Developer,Female,26,17,149718.06,4,41,4,No,1
EMP06207,IT,Consultant,Male,54,11,133592.99,4,30,76,No,3
EMP06208,IT,Consultant,Male,43,17,80468.02,4,68,4,No,3
EMP06209,Finance,Executive,Female,51,8,37463.33,4,52,61,No,5
EMP06210,IT,Executive,Female,41,11,158279.8,4,32,98,No,2
EMP06211,IT,Manager,Female,34,15,121965.45,1,62,50,No,2
EMP06212,IT,Manager,Female,46,12,77606.67,3,55,43,Yes,5
EMP06213,Finance,Consultant,Male,41,27,151483.43,1,39,85,Yes,3
EMP06214,Finance,Executive,Female,26,26,177712.23,2,46,37,No,4
EMP06215,Finance,Analyst,Male,35,21,124607.23,5,40,29,No,3
EMP06216,Finance,Developer,Male,25,18,195488.38,5,36,2,No,1
EMP06217,IT,Consultant,Male,24,20,104001.44,4,42,12,No,3
EMP06218,Finance,Executive,Male,42,26,164178.46,3,59,91,No,4
EMP06219,IT,Executive,Male,21,8,26045.02,5,36,40,No,5
EMP06220,Marketing,Executive,Male,47,23,183449.39,3,43,5,No,2
EMP06221,Sales,Manager,Female,54,15,188571.72,5,37,12,No,2
EMP06222,Marketing,Developer,Female,31,15,193640.04,2,34,84,No,4
EMP06223,Marketing,Analyst,Female,54,20,113684.38,5,37,76,Yes,2
EMP06224,Sales,Analyst,Female,33,25,138097.82,5,63,48,No,5
EMP06225,IT,Developer,Male,32,7,35661.16,4,65,42,No,4
EMP06226,IT,Analyst,Female,44,5,181844.64,2,40,25,No,3
EMP06227,IT,Developer,Female,45,20,154475.84,1,69,46,Yes,5
EMP06228,Sales,Consultant,Female,34,20,167376.22,2,43,15,Yes,1
EMP06229,Marketing,Executive,Female,59,1,52981.27,1,39,33,No,2
EMP06230,Finance,Developer,Male,22,7,60204.33,5,37,95,No,2
EMP06231,Finance,Analyst,Female,52,26,175786.62,4,59,78,No,3
EMP06232,Marketing,Analyst,Female,28,25,138952.08,1,54,25,No,2
EMP06233,Sales,Manager,Female,28,25,108804.83,3,63,10,No,5
EMP06234,Sales,Analyst,Female,46,5,176069.82,5,46,86,No,2
EMP06235,Sales,Consultant,Female,59,20,105721.46,2,58,86,No,2
EMP06236,HR,Manager,Male,46,23,111701.44,3,49,33,Yes,1
EMP06237,Sales,Manager,Female,39,4,194787.0,1,60,19,No,4
EMP06238,IT,Analyst,Male,36,2,92083.04,5,53,39,Yes,1
EMP06239,Finance,Analyst,Male,41,22,167199.56,3,61,16,No,3
EMP06240,Finance,Manager,Female,28,5,106935.54,2,56,56,No,2
EMP06241,HR,Analyst,Female,55,19,137285.35,4,37,92,No,4
EMP06242,IT,Analyst,Male,26,16,127960.21,2,46,20,No,5
EMP06243,IT,Executive,Female,30,19,71423.84,2,30,65,No,4
EMP06244,Marketing,Manager,Male,44,21,158682.97,3,69,89,Yes,4
EMP06245,Sales,Manager,Male,32,18,35119.41,4,55,29,No,4
EMP06246,IT,Executive,Female,45,19,89874.77,1,33,79,No,5
EMP06247,Finance,Consultant,Female,49,28,173249.9,4,52,78,No,2
EMP06248,IT,Manager,Female,48,3,46508.7,1,30,72,No,4
EMP06249,Marketing,Manager,Male,53,26,151661.38,3,36,93,No,4
EMP06250,Marketing,Developer,Female,38,28,125115.02,4,36,54,No,5
EMP06251,Finance,Executive,Male,43,3,175817.89,1,47,87,No,2
EMP06252,Finance,Consultant,Female,33,1,154995.04,2,61,0,No,2
EMP06253,HR,Developer,Male,34,8,86225.35,5,66,54,No,5
EMP06254,HR,Manager,Female,34,26,67066.12,1,54,52,No,2
EMP06255,Finance,Developer,Female,27,0,45540.68,2,35,64,No,2
EMP06256,IT,Analyst,Male,50,1,170922.82,5,31,49,No,2
EMP06257,Sales,Manager,Male,25,19,78307.1,1,38,11,No,5
EMP06258,IT,Analyst,Female,41,19,161988.28,3,63,60,No,1
EMP06259,Marketing,Executive,Female,39,14,125167.59,2,64,70,Yes,4
EMP06260,Marketing,Analyst,Female,55,27,69350.41,1,51,51,No,3
EMP06261,Marketing,Developer,Female,51,20,61092.3,4,44,7,No,5
EMP06262,Marketing,Consultant,Female,42,26,68908.88,3,65,16,Yes,5
EMP06263,Marketing,Executive,Female,25,26,22446.91,5,52,16,Yes,5
EMP06264,Finance,Developer,Female,45,20,163919.21,1,38,77,No,5
EMP06265,Finance,Manager,Male,43,16,168462.35,1,50,86,No,4
EMP06266,Finance,Developer,Male,56,28,45409.8,5,37,22,No,2
EMP06267,IT,Consultant,Female,26,20,63456.25,5,56,76,No,1
EMP06268,HR,Consultant,Male,55,26,168522.46,1,49,88,Yes,4
EMP06269,HR,Analyst,Male,53,29,152391.17,5,65,77,No,2
EMP06270,Finance,Analyst,Female,29,17,188309.51,5,58,89,No,2
EMP06271,HR,Executive,Male,23,23,28951.16,5,43,48,No,4
EMP06272,IT,Analyst,Male,36,14,78233.15,2,67,82,No,3
EMP06273,HR,Consultant,Male,24,26,164929.7,4,69,72,No,5
EMP06274,Sales,Manager,Male,22,17,45154.88,4,58,73,No,2
EMP06275,Marketing,Manager,Male,44,21,100487.79,5,69,88,No,5
EMP06276,Finance,Manager,Female,22,6,66876.26,3,47,21,Yes,1
EMP06277,Finance,Developer,Male,32,25,26261.19,5,57,72,Yes,1
EMP06278,Sales,Analyst,Male,23,14,174117.4,5,53,15,No,5
EMP06279,IT,Manager,Male,38,16,27524.55,3,30,40,No,1
EMP06280,Sales,Analyst,Male,29,2,57256.51,5,53,37,Yes,1
EMP06281,HR,Consultant,Male,55,25,111795.01,1,38,17,Yes,1
EMP06282,Finance,Executive,Female,55,1,143485.18,3,51,60,Yes,5
EMP06283,Marketing,Consultant,Female,26,1,156160.55,2,63,54,Yes,5
EMP06284,Marketing,Analyst,Female,41,22,137065.58,3,59,35,No,5
EMP06285,IT,Analyst,Male,41,28,115090.92,4,58,88,No,3
EMP06286,Sales,Analyst,Male,33,8,99836.28,5,45,77,Yes,5
EMP06287,Sales,Analyst,Male,40,14,157605.43,1,45,17,No,3
EMP06288,Finance,Developer,Male,51,17,186673.57,5,67,75,No,5
EMP06289,Sales,Executive,Male,43,18,143884.72,4,39,66,No,2
EMP06290,HR,Consultant,Male,41,25,23471.24,3,45,26,No,5
EMP06291,HR,Executive,Male,43,13,144443.24,2,57,6,No,1
EMP06292,Finance,Analyst,Female,31,20,39516.11,5,61,7,No,5
EMP06293,Finance,Developer,Male,23,23,53584.54,1,68,35,No,2
EMP06294,HR,Developer,Female,46,29,186898.72,4,34,96,No,1
EMP06295,Marketing,Consultant,Male,36,10,155711.18,1,33,15,No,4
EMP06296,IT,Analyst,Female,31,11,62306.33,5,48,90,No,2
EMP06297,Sales,Analyst,Male,57,14,151389.94,1,46,10,No,1
EMP06298,HR,Developer,Male,37,4,171203.71,1,38,14,Yes,3
EMP06299,Finance,Executive,Male,40,7,142361.91,1,43,95,No,2
EMP06300,HR,Executive,Male,35,1,103902.44,3,31,89,Yes,3
EMP06301,Sales,Analyst,Female,32,2,74654.89,4,33,84,No,2
EMP06302,Marketing,Developer,Female,49,26,149906.47,1,46,21,No,3
EMP06303,Sales,Analyst,Female,41,28,92038.76,4,67,46,No,4
EMP06304,HR,Manager,Female,55,25,42128.26,4,63,40,No,4
EMP06305,Sales,Executive,Male,35,21,85568.53,1,61,64,No,1
EMP06306,IT,Consultant,Female,31,1,114239.95,2,37,7,Yes,2
EMP06307,IT,Manager,Male,33,22,73287.11,5,30,99,No,2
EMP06308,HR,Consultant,Female,54,5,185277.48,3,54,32,No,2
EMP06309,IT,Analyst,Male,23,20,29707.91,1,32,90,No,5
EMP06310,HR,Analyst,Male,32,7,125373.54,2,59,89,No,5
EMP06311,IT,Executive,Male,39,20,118311.24,3,60,97,Yes,3
EMP06312,Sales,Executive,Male,56,0,21126.79,3,63,4,No,4
EMP06313,Sales,Analyst,Female,53,20,47164.31,2,55,88,No,1
EMP06314,HR,Consultant,Female,42,25,42313.27,1,50,44,No,4
EMP06315,IT,Executive,Female,52,4,99575.3,3,45,57,No,2
EMP06316,Finance,Executive,Female,41,5,153256.12,1,51,9,No,5
EMP06317,HR,Manager,Female,54,15,77032.44,2,66,67,No,2
EMP06318,Sales,Consultant,Male,38,9,24770.54,4,51,16,Yes,4
EMP06319,IT,Consultant,Female,31,24,198033.71,2,44,79,No,1
EMP06320,HR,Executive,Male,27,18,136985.08,5,67,37,Yes,1
EMP06321,HR,Analyst,Male,52,25,74080.73,5,43,61,No,3
EMP06322,Finance,Analyst,Female,44,26,66479.74,4,30,10,No,5
EMP06323,Sales,Manager,Female,22,6,109063.48,5,61,41,No,1
EMP06324,HR,Analyst,Male,35,17,157939.58,4,32,23,No,1
EMP06325,HR,Analyst,Male,44,22,188818.05,1,50,67,No,5
EMP06326,IT,Developer,Male,54,21,42662.41,4,33,81,No,1
EMP06327,IT,Analyst,Female,50,16,43583.85,1,58,67,No,5
EMP06328,Finance,Executive,Female,28,7,138026.99,2,38,87,No,5
EMP06329,IT,Manager,Male,26,2,168020.03,1,43,5,Yes,2
EMP06330,Marketing,Consultant,Male,45,16,123356.33,4,30,2,No,1
EMP06331,IT,Executive,Female,29,9,29405.8,5,55,31,Yes,5
EMP06332,Finance,Manager,Female,23,25,76575.88,3,39,99,No,4
EMP06333,Finance,Manager,Female,58,2,53508.38,2,35,98,No,5
EMP06334,IT,Developer,Male,22,7,55937.38,2,38,8,No,1
EMP06335,Sales,Developer,Female,24,22,63476.67,3,49,37,No,5
EMP06336,HR,Consultant,Female,48,21,47841.52,5,61,78,No,4
EMP06337,HR,Analyst,Male,21,25,120378.98,3,54,1,No,1
EMP06338,Sales,Analyst,Male,22,24,144341.7,5,38,92,No,3
EMP06339,Marketing,Executive,Male,25,2,155328.75,5,68,91,Yes,3
EMP06340,Finance,Executive,Male,26,28,25693.02,4,61,59,No,5
EMP06341,Sales,Consultant,Male,55,14,34697.39,4,30,72,No,2
EMP06342,HR,Executive,Male,25,17,136978.94,2,51,5,Yes,5
EMP06343,Marketing,Developer,Male,46,7,34979.4,2,35,20,No,3
EMP06344,Finance,Developer,Male,59,9,170468.32,2,33,71,No,2
EMP06345,HR,Consultant,Male,44,18,158332.05,3,34,79,No,4
EMP06346,IT,Analyst,Female,55,29,97456.17,2,46,43,No,1
EMP06347,Sales,Analyst,Male,50,17,57742.58,3,53,8,No,1
EMP06348,Sales,Manager,Female,34,28,47127.05,4,64,50,No,3
EMP06349,Sales,Manager,Female,48,6,196794.15,4,45,77,No,3
EMP06350,IT,Manager,Female,50,10,64458.13,5,46,68,No,4
EMP06351,Sales,Developer,Male,38,8,125442.52,1,48,97,Yes,2
EMP06352,IT,Consultant,Female,52,9,168892.53,4,57,69,No,5
EMP06353,IT,Analyst,Male,47,7,71085.28,1,58,40,No,1
EMP06354,Finance,Executive,Male,50,1,104554.68,2,55,42,No,3
EMP06355,HR,Manager,Male,32,10,99506.72,4,54,16,Yes,3
EMP06356,HR,Consultant,Female,47,8,143242.7,3,57,7,No,3
EMP06357,IT,Developer,Female,41,29,144176.25,2,31,29,Yes,5
EMP06358,Marketing,Executive,Female,45,22,126233.11,4,48,61,No,2
EMP06359,HR,Analyst,Female,31,3,70116.68,3,62,79,No,1
EMP06360,IT,Developer,Female,55,11,20777.24,1,36,49,Yes,3
EMP06361,Finance,Developer,Female,37,13,29778.72,4,59,20,Yes,4
EMP06362,Marketing,Executive,Female,35,7,185036.99,1,39,86,No,1
EMP06363,HR,Analyst,Female,24,28,83368.57,3,64,43,No,5
EMP06364,IT,Consultant,Female,57,14,117009.31,1,51,74,No,5
EMP06365,Finance,Analyst,Male,32,26,178000.91,2,36,0,No,3
EMP06366,IT,Executive,Female,50,27,173351.29,3,64,56,No,1
EMP06367,HR,Consultant,Female,43,13,148940.17,5,55,29,No,1
EMP06368,Sales,Developer,Female,33,27,47586.05,3,52,85,No,1
EMP06369,Finance,Consultant,Male,51,11,114244.1,5,53,61,No,3
EMP06370,Marketing,Consultant,Male,31,11,58307.35,5,36,65,No,3
EMP06371,HR,Analyst,Female,48,9,184704.99,4,60,22,Yes,3
EMP06372,IT,Consultant,Male,39,0,78297.52,3,51,33,No,4
EMP06373,IT,Manager,Male,48,8,133544.71,3,40,39,No,5
EMP06374,Finance,Analyst,Female,53,8,151237.29,1,43,94,No,5
EMP06375,Finance,Developer,Female,27,23,139420.36,1,31,72,No,2
EMP06376,IT,Analyst,Female,21,16,182894.5,1,47,85,No,5
EMP06377,Sales,Manager,Male,38,16,43844.42,4,64,65,No,1
EMP06378,HR,Analyst,Male,33,7,160343.88,5,34,70,No,3
EMP06379,HR,Developer,Female,23,1,27930.74,3,39,18,No,1
EMP06380,Finance,Developer,Female,39,25,142990.97,4,49,86,No,3
EMP06381,HR,Executive,Male,39,7,93399.77,1,63,87,Yes,3
EMP06382,IT,Consultant,Male,39,13,143319.55,2,31,50,No,2
EMP06383,HR,Consultant,Female,49,8,147719.61,1,44,22,No,1
EMP06384,Marketing,Manager,Female,26,11,83411.8,1,69,97,No,5
EMP06385,Finance,Developer,Male,34,14,67463.42,1,38,68,No,2
EMP06386,Finance,Manager,Female,53,17,77751.55,1,34,74,No,5
EMP06387,IT,Consultant,Female,56,8,103823.92,5,47,46,No,2
EMP06388,IT,Analyst,Female,50,23,72854.32,5,30,98,Yes,3
EMP06389,Sales,Manager,Female,43,15,169029.07,5,60,92,No,3
EMP06390,Sales,Manager,Male,50,1,133155.8,3,58,28,Yes,3
EMP06391,Marketing,Manager,Male,39,17,70231.68,4,32,77,No,4
EMP06392,Marketing,Consultant,Female,24,24,135781.4,1,69,76,No,4
EMP06393,Sales,Manager,Male,24,10,149694.81,4,57,45,No,3
EMP06394,IT,Developer,Male,38,23,84781.07,1,41,22,No,1
EMP06395,Finance,Consultant,Male,59,2,135658.84,4,54,14,No,4
EMP06396,Sales,Analyst,Female,29,29,43732.42,3,32,25,No,5
EMP06397,Sales,Executive,Female,51,29,25510.73,5,41,62,Yes,1
EMP06398,IT,Consultant,Male,22,26,20087.84,4,32,13,No,1
EMP06399,Finance,Consultant,Male,33,20,60860.94,5,66,71,No,3
EMP06400,HR,Manager,Female,32,11,34578.21,4,66,64,No,2
EMP06401,Sales,Executive,Female,35,28,105257.57,3,43,13,No,2
EMP06402,HR,Manager,Female,50,25,184518.27,1,46,48,Yes,4
EMP06403,IT,Manager,Male,53,27,37034.76,1,44,72,No,1
EMP06404,Marketing,Developer,Female,32,17,28886.54,5,41,41,No,4
EMP06405,Finance,Developer,Female,35,10,52753.21,1,44,79,No,4
EMP06406,IT,Analyst,Female,47,14,80676.18,2,46,35,No,4
EMP06407,IT,Analyst,Male,29,16,20796.7,3,36,16,Yes,4
EMP06408,Sales,Manager,Female,37,3,163718.1,4,53,25,No,1
EMP06409,Marketing,Analyst,Male,48,20,130704.05,5,65,86,No,2
EMP06410,IT,Consultant,Male,26,22,80528.56,3,68,90,No,1
EMP06411,IT,Analyst,Male,23,21,71189.87,1,42,82,Yes,2
EMP06412,Marketing,Developer,Female,24,6,124399.89,1,39,31,No,2
EMP06413,IT,Consultant,Female,56,14,191527.44,4,65,61,No,2
EMP06414,IT,Executive,Female,52,2,133285.42,1,66,48,No,1
EMP06415,Sales,Developer,Male,41,27,100000.82,3,62,2,No,2
EMP06416,IT,Analyst,Female,51,10,198881.53,1,31,71,No,5
EMP06417,Finance,Analyst,Female,38,26,94094.68,5,58,37,No,1
EMP06418,HR,Executive,Female,29,17,141173.29,3,61,73,No,2
EMP06419,Finance,Developer,Female,21,28,75715.45,2,49,93,Yes,2
EMP06420,Marketing,Developer,Male,49,0,110052.14,4,65,50,No,4
EMP06421,HR,Executive,Female,56,23,54125.34,4,47,33,No,4
EMP06422,HR,Analyst,Male,55,1,84861.51,4,55,24,No,4
EMP06423,Finance,Analyst,Male,57,22,92557.65,2,34,40,No,4
EMP06424,HR,Executive,Female,48,4,89028.03,2,61,99,No,2
EMP06425,Marketing,Executive,Male,35,11,26615.64,5,61,11,No,1
EMP06426,Finance,Executive,Female,44,26,118773.66,4,60,92,No,3
EMP06427,IT,Consultant,Male,50,2,76542.99,5,65,15,No,5
EMP06428,Finance,Manager,Female,59,19,170657.55,1,66,23,No,2
EMP06429,HR,Developer,Female,59,19,24095.88,5,43,11,Yes,3
EMP06430,Finance,Manager,Female,28,6,118267.39,1,45,47,No,2
EMP06431,IT,Executive,Male,56,10,87586.15,3,55,60,No,1
EMP06432,HR,Executive,Female,31,29,79869.58,2,33,97,No,3
EMP06433,Sales,Executive,Female,30,27,158202.81,5,44,83,Yes,3
EMP06434,Finance,Manager,Female,57,11,100602.18,3,62,66,No,5
EMP06435,HR,Developer,Male,35,1,182892.75,2,62,6,No,5
EMP06436,Sales,Manager,Female,41,10,149635.02,5,33,68,Yes,1
EMP06437,HR,Executive,Male,49,14,61686.43,5,40,37,No,3
EMP06438,HR,Analyst,Male,37,11,64011.82,5,59,45,Yes,5
EMP06439,Sales,Manager,Female,48,9,77665.05,5,55,23,No,2
EMP06440,IT,Manager,Female,29,21,182184.76,4,63,95,No,4
EMP06441,IT,Analyst,Female,26,23,111465.89,4,43,19,No,5
EMP06442,Finance,Consultant,Female,36,22,107787.56,2,61,9,Yes,4
EMP06443,Marketing,Analyst,Female,26,8,58827.49,4,57,41,Yes,3
