Order_ID,Order_Date,Region,Country,Category,Sub_Category,Customer_Age,Gender,Sales,Quantity,Discount,Profit
ORD001091,2024-05-29,North,India,Furniture,Phone,25,Male,964.34,2,0.0,-121.91
ORD001092,2023-05-16,East,USA,Office Supplies,Shirt,54,Male,754.25,2,0.33,493.63
ORD001093,2023-08-20,North,USA,Clothing,Phone,55,Male,3828.38,7,0.0,1476.76
ORD001094,2025-04-19,South,Canada,Furniture,Phone,32,Female,2150.86,5,0.23,313.22
ORD001095,2024-02-04,South,USA,Electronics,Phone,29,Female,1379.2,5,0.27,639.38
ORD001096,2022-09-19,South,Bangladesh,Furniture,Table,38,Male,2576.92,5,0.04,1082.65
ORD001097,2022-12-21,East,Canada,Furniture,Printer,18,Female,3921.96,7,0.1,1233.57
ORD001098,2024-05-19,East,USA,Electronics,Chair,36,Male,3578.04,9,0.09,1324.14
ORD001099,2024-07-30,West,India,Electronics,Table,63,Female,2193.11,1,0.15,1315.35
ORD001100,2023-11-25,East,UK,Furniture,Chair,52,Female,3958.24,3,0.39,1344.8
ORD001101,2024-12-21,East,Bangladesh,Office Supplies,Chair,45,Male,2026.73,2,0.13,474.7
ORD001102,2025-04-06,West,USA,Office Supplies,Phone,20,Male,565.02,6,0.33,766.89
ORD001103,2024-02-05,North,Bangladesh,Clothing,Laptop,56,Male,2140.74,7,0.18,1357.33
ORD001104,2025-03-01,North,India,Clothing,Phone,28,Female,893.46,3,0.29,408.19
ORD001105,2022-06-07,East,India,Office Supplies,Chair,42,Female,56.36,1,0.33,1295.91
ORD001106,2025-10-19,West,India,Electronics,Phone,57,Female,696.3,1,0.08,627.05
ORD001107,2022-09-07,North,Canada,Clothing,Shirt,29,Male,493.31,3,0.34,8.24
ORD001108,2022-10-31,West,USA,Electronics,Phone,19,Male,3821.84,2,0.22,682.54
ORD001109,2024-02-27,West,India,Electronics,Laptop,19,Female,2674.98,1,0.18,612.51
ORD001110,2022-06-21,North,India,Furniture,Table,61,Male,4980.08,5,0.28,1428.79
ORD001111,2024-09-25,West,USA,Clothing,Printer,61,Male,3903.5,4,0.35,174.61
ORD001112,2022-12-12,West,Canada,Electronics,Table,46,Male,1956.8,1,0.24,1126.99
ORD001113,2023-12-25,West,Canada,Furniture,Table,38,Female,830.45,1,0.3,724.34
ORD001114,2023-01-05,North,Canada,Electronics,Laptop,39,Male,4884.5,3,0.14,1100.73
ORD001115,2025-11-28,West,Canada,Clothing,Printer,43,Female,3254.43,8,0.3,1177.36
ORD001116,2024-11-30,East,India,Clothing,Shirt,27,Male,602.11,9,0.19,1037.64
ORD001117,2022-12-16,North,UK,Electronics,Chair,61,Male,4391.38,2,0.23,965.46
ORD001118,2025-04-15,North,Bangladesh,Electronics,Chair,61,Female,2780.85,8,0.19,-99.98
ORD001119,2024-01-29,East,India,Furniture,Chair,45,Male,498.75,9,0.34,497.89
ORD001120,2025-10-21,South,Canada,Furniture,Phone,36,Female,3116.58,5,0.02,328.96
ORD001121,2025-09-17,East,UK,Clothing,Phone,37,Male,895.64,9,0.05,642.94
ORD001122,2022-12-21,North,UK,Office Supplies,Laptop,43,Male,4529.67,2,0.24,-106.42
ORD001123,2023-06-17,South,USA,Clothing,Chair,46,Male,672.41,8,0.4,212.95
ORD001124,2022-12-25,South,India,Clothing,Chair,59,Female,4233.34,6,0.38,1435.5
ORD001125,2023-06-15,North,UK,Furniture,Printer,41,Male,643.31,2,0.38,-186.38
ORD001126,2025-11-09,East,UK,Office Supplies,Chair,51,Female,4990.04,8,0.13,789.39
ORD001127,2023-11-25,West,USA,Electronics,Chair,48,Female,4360.05,2,0.3,431.1
ORD001128,2025-07-09,North,USA,Clothing,Laptop,22,Female,4699.58,3,0.38,762.66
ORD001129,2022-04-30,South,Canada,Office Supplies,Printer,59,Male,3918.8,2,0.39,316.16
ORD001130,2025-05-30,West,Bangladesh,Clothing,Table,44,Female,99.32,5,0.08,-51.44
ORD001131,2022-02-09,North,USA,Furniture,Laptop,33,Male,696.94,1,0.32,334.64
ORD001132,2023-01-23,East,Bangladesh,Electronics,Phone,41,Female,1788.98,8,0.01,-142.29
ORD001133,2025-06-11,East,Canada,Furniture,Phone,25,Male,1801.58,5,0.1,1360.65
ORD001134,2024-01-22,West,Bangladesh,Electronics,Shirt,35,Female,2223.3,1,0.2,1380.6
ORD001135,2023-03-24,South,Bangladesh,Clothing,Table,45,Female,4032.5,5,0.08,789.59
ORD001136,2022-10-16,North,UK,Furniture,Printer,54,Female,723.46,2,0.05,968.4
ORD001137,2025-04-11,East,USA,Office Supplies,Shirt,28,Female,998.7,1,0.09,1024.62
ORD001138,2024-07-28,South,Bangladesh,Office Supplies,Table,46,Male,1452.14,7,0.15,12.46
ORD001139,2023-12-21,West,Bangladesh,Electronics,Phone,53,Male,2269.67,9,0.18,-43.68
ORD001140,2024-05-14,East,USA,Furniture,Table,42,Male,2761.69,2,0.33,1302.01
ORD001141,2024-08-05,West,India,Office Supplies,Laptop,48,Male,591.82,9,0.14,117.16
ORD001142,2025-05-30,North,Bangladesh,Electronics,Chair,18,Male,4906.11,9,0.3,1050.71
ORD001143,2023-09-30,South,India,Furniture,Shirt,33,Male,223.46,9,0.24,-180.39
ORD001144,2023-02-06,South,Bangladesh,Clothing,Printer,36,Female,939.88,2,0.22,496.5
ORD001145,2023-12-18,West,India,Clothing,Shirt,35,Female,1082.02,7,0.05,-159.6
ORD001146,2023-02-28,North,UK,Clothing,Laptop,35,Female,2649.03,4,0.26,1377.86
ORD001147,2024-07-14,North,India,Clothing,Table,57,Male,1187.59,1,0.04,-11.68
ORD001148,2022-11-26,South,Canada,Clothing,Laptop,18,Male,3905.95,1,0.24,918.88
ORD001149,2023-10-04,South,Canada,Clothing,Phone,33,Female,600.54,9,0.3,1154.37
ORD001150,2025-09-23,West,USA,Clothing,Table,35,Female,4966.34,7,0.38,897.44
ORD001151,2023-12-02,South,India,Clothing,Shirt,45,Male,1211.84,1,0.36,793.94
ORD001152,2022-10-30,West,UK,Furniture,Chair,33,Male,3268.57,5,0.07,656.55
ORD001153,2024-04-06,East,India,Office Supplies,Phone,54,Male,3627.64,1,0.17,1101.59
ORD001154,2023-12-18,South,UK,Clothing,Chair,19,Female,3593.98,4,0.34,938.66
ORD001155,2025-02-03,West,Canada,Office Supplies,Laptop,51,Male,871.67,1,0.05,836.46
ORD001156,2024-07-12,West,USA,Furniture,Phone,31,Male,4742.4,4,0.27,713.67
ORD001157,2022-11-17,South,Bangladesh,Office Supplies,Table,44,Female,2464.12,5,0.08,54.3
ORD001158,2023-02-14,West,USA,Electronics,Table,55,Male,4581.87,2,0.24,1070.66
ORD001159,2024-12-02,North,USA,Furniture,Shirt,43,Female,186.17,7,0.38,683.07
ORD001160,2022-10-01,West,Bangladesh,Clothing,Phone,40,Female,3374.63,2,0.01,-76.34
ORD001161,2023-12-01,North,Bangladesh,Clothing,Chair,25,Female,4032.92,6,0.26,-8.75
ORD001162,2025-04-30,North,UK,Furniture,Laptop,41,Male,609.79,4,0.26,862.11
ORD001163,2023-06-22,South,Bangladesh,Office Supplies,Phone,31,Male,4857.25,6,0.1,-67.36
ORD001164,2023-02-01,South,India,Electronics,Table,28,Male,3573.72,4,0.38,1216.15
ORD001165,2022-07-25,East,Bangladesh,Furniture,Laptop,23,Female,4560.56,4,0.16,1425.23
ORD001166,2025-05-10,East,India,Clothing,Table,59,Female,827.87,2,0.36,1448.87
ORD001167,2025-09-16,North,India,Clothing,Chair,32,Female,2370.37,3,0.34,345.53
ORD001168,2022-06-11,East,Bangladesh,Furniture,Shirt,51,Female,2900.64,7,0.09,662.97
ORD001169,2022-06-06,North,Bangladesh,Office Supplies,Shirt,55,Male,3055.38,9,0.01,299.22
ORD001170,2024-12-21,East,Canada,Electronics,Chair,49,Male,2730.62,8,0.16,392.14
ORD001171,2022-06-28,West,Bangladesh,Office Supplies,Table,33,Male,2588.34,8,0.12,-71.29
ORD001172,2025-06-16,East,USA,Clothing,Phone,63,Male,1882.8,3,0.02,693.23
ORD001173,2023-01-07,North,India,Furniture,Shirt,27,Female,1391.97,2,0.21,1035.89
ORD001174,2022-01-15,South,Bangladesh,Clothing,Shirt,56,Male,1800.44,4,0.38,1014.98
ORD001175,2022-08-17,North,India,Clothing,Phone,56,Female,2060.86,3,0.16,99.9
ORD001176,2024-12-22,East,USA,Electronics,Table,29,Male,670.16,5,0.23,269.35
ORD001177,2022-05-04,North,India,Office Supplies,Laptop,56,Male,4327.21,2,0.31,1419.85
ORD001178,2022-11-08,West,Bangladesh,Electronics,Phone,32,Female,3283.95,6,0.33,374.32
ORD001179,2025-11-20,South,India,Furniture,Laptop,30,Male,3657.77,2,0.32,361.01
ORD001180,2025-10-04,West,Canada,Furniture,Printer,18,Female,4387.86,4,0.12,858.64
ORD001181,2024-03-27,East,India,Furniture,Chair,20,Male,423.12,3,0.28,1466.6
ORD001182,2025-07-01,West,India,Clothing,Shirt,46,Male,3859.34,7,0.28,832.06
ORD001183,2025-04-20,North,USA,Office Supplies,Shirt,56,Male,3650.12,3,0.07,1457.7
ORD001184,2022-11-29,South,UK,Office Supplies,Table,49,Female,127.33,7,0.08,810.98
ORD001185,2023-11-02,South,Canada,Electronics,Chair,39,Female,2129.24,4,0.23,1000.0
ORD001186,2025-05-26,East,UK,Clothing,Chair,60,Female,4972.03,9,0.26,826.49
ORD001187,2023-11-17,North,Bangladesh,Furniture,Printer,28,Female,2778.7,3,0.26,167.32
ORD001188,2022-08-28,East,USA,Furniture,Shirt,52,Female,3013.56,1,0.33,751.8
ORD001189,2025-07-16,South,Canada,Furniture,Shirt,38,Female,4827.75,8,0.32,215.04
ORD001190,2025-01-20,North,USA,Clothing,Phone,24,Female,1406.81,6,0.25,838.01
ORD001191,2024-01-05,South,Bangladesh,Furniture,Chair,22,Male,3262.35,7,0.34,304.38
ORD001192,2022-01-02,East,Canada,Office Supplies,Laptop,20,Female,1401.89,9,0.24,411.41
ORD001193,2024-04-06,North,UK,Furniture,Table,39,Female,4414.14,7,0.32,-20.0
ORD001194,2024-05-14,North,USA,Office Supplies,Chair,34,Female,1531.35,5,0.04,335.43
ORD001195,2024-08-31,North,UK,Office Supplies,Phone,62,Female,119.72,3,0.24,420.96
ORD001196,2023-09-04,South,India,Clothing,Chair,59,Male,744.91,2,0.3,1140.43
ORD001197,2024-01-29,West,Canada,Furniture,Printer,43,Male,485.48,4,0.06,633.94
ORD001198,2024-02-04,West,UK,Furniture,Printer,21,Female,1577.62,9,0.09,303.32
ORD001199,2025-07-20,North,Canada,Electronics,Laptop,45,Female,3952.88,7,0.07,316.52
ORD001200,2025-07-22,North,Canada,Electronics,Shirt,18,Male,4643.32,3,0.35,217.12
ORD001201,2024-05-12,East,UK,Electronics,Chair,60,Female,1471.33,6,0.28,476.92
ORD001202,2024-10-13,West,India,Electronics,Chair,37,Male,1208.7,7,0.31,229.47
ORD001203,2023-12-09,North,UK,Office Supplies,Phone,26,Female,2708.56,7,0.08,1064.23
ORD001204,2025-10-23,West,Bangladesh,Electronics,Chair,28,Female,3701.95,2,0.25,322.4
ORD001205,2022-11-19,East,UK,Electronics,Phone,52,Female,4716.36,3,0.3,1192.56
ORD001206,2023-05-30,East,USA,Clothing,Laptop,40,Male,1632.2,4,0.18,1404.01
ORD001207,2022-08-31,West,India,Furniture,Table,51,Female,2071.18,3,0.07,1151.4
ORD001208,2022-02-03,South,India,Electronics,Shirt,23,Male,2065.25,9,0.17,119.77
ORD001209,2024-02-05,West,USA,Electronics,Printer,22,Male,2004.5,1,0.12,517.31
ORD001210,2023-09-13,North,Bangladesh,Furniture,Phone,37,Male,3487.7,5,0.17,1494.54
ORD001211,2024-03-26,East,UK,Electronics,Shirt,42,Male,2800.42,3,0.13,654.02
ORD001212,2022-08-28,West,India,Clothing,Chair,47,Male,1804.07,6,0.38,923.31
ORD001213,2023-03-22,East,UK,Office Supplies,Laptop,45,Male,3548.22,2,0.29,1324.41
ORD001214,2025-05-28,West,India,Electronics,Phone,62,Male,1337.7,8,0.17,578.17
ORD001215,2024-04-21,North,Bangladesh,Office Supplies,Table,42,Female,4888.34,1,0.28,20.87
ORD001216,2025-08-12,West,Canada,Furniture,Table,32,Male,3196.01,7,0.11,536.9
ORD001217,2022-02-28,South,Canada,Office Supplies,Table,29,Female,3897.84,1,0.31,-31.04
ORD001218,2022-02-23,West,Canada,Clothing,Phone,20,Female,4937.27,3,0.04,1183.06
ORD001219,2024-05-22,West,UK,Office Supplies,Printer,44,Male,3433.93,5,0.39,928.86
ORD001220,2024-05-17,South,UK,Clothing,Printer,59,Female,3780.82,5,0.35,163.73
ORD001221,2024-09-23,East,India,Office Supplies,Chair,50,Female,3449.27,3,0.23,-71.74
ORD001222,2022-07-29,North,Bangladesh,Office Supplies,Laptop,57,Female,1078.04,5,0.02,-111.87
ORD001223,2022-03-16,West,UK,Furniture,Table,52,Male,4614.64,6,0.36,705.04
ORD001224,2023-04-11,South,Canada,Clothing,Chair,54,Male,328.37,1,0.16,-149.37
ORD001225,2023-10-24,North,USA,Office Supplies,Laptop,60,Male,2897.47,3,0.14,202.75
ORD001226,2023-10-29,East,Bangladesh,Furniture,Laptop,57,Female,1725.87,7,0.3,920.13
ORD001227,2022-01-31,South,Bangladesh,Clothing,Phone,62,Male,4025.2,8,0.3,121.16
ORD001228,2022-04-10,West,USA,Electronics,Phone,24,Female,4679.88,4,0.39,29.63
ORD001229,2023-07-27,South,Bangladesh,Clothing,Printer,28,Female,3600.01,9,0.34,920.21
ORD001230,2022-01-15,South,Bangladesh,Electronics,Chair,56,Female,682.84,8,0.21,790.45
ORD001231,2024-01-23,West,UK,Electronics,Phone,19,Male,1179.79,7,0.22,128.37
ORD001232,2022-08-14,North,USA,Clothing,Table,22,Female,1389.39,4,0.39,944.46
ORD001233,2023-08-10,West,India,Clothing,Shirt,38,Female,3254.8,8,0.25,786.24
ORD001234,2024-03-25,West,Canada,Furniture,Shirt,20,Female,3434.75,5,0.09,460.34
ORD001235,2024-04-02,East,UK,Office Supplies,Laptop,56,Male,3607.21,2,0.37,1162.41
ORD001236,2022-07-18,East,UK,Office Supplies,Chair,42,Male,4163.57,3,0.15,311.87
ORD001237,2022-02-16,North,UK,Office Supplies,Printer,19,Male,2856.39,9,0.13,461.03
ORD001238,2023-01-11,South,Bangladesh,Office Supplies,Chair,22,Female,2300.41,3,0.21,1409.22
ORD001239,2023-07-11,West,UK,Clothing,Phone,30,Female,2423.2,9,0.32,138.42
ORD001240,2025-11-12,South,Canada,Clothing,Chair,44,Male,753.66,4,0.2,-52.44
ORD001241,2022-10-24,West,Canada,Electronics,Chair,63,Female,3504.26,5,0.32,1211.27
ORD001242,2022-03-28,North,India,Clothing,Laptop,48,Male,4915.9,3,0.03,1270.69
ORD001243,2023-08-31,West,USA,Clothing,Table,29,Male,1545.82,3,0.06,-24.28
ORD001244,2022-04-09,North,Bangladesh,Furniture,Laptop,47,Male,4132.99,7,0.22,798.55
ORD001245,2025-11-29,South,UK,Electronics,Chair,18,Male,2984.72,2,0.17,1195.81
ORD001246,2023-03-12,South,USA,Electronics,Table,34,Male,4544.15,9,0.03,591.04
ORD001247,2024-10-27,West,India,Office Supplies,Phone,64,Male,3079.8,2,0.13,913.23
ORD001248,2025-04-09,West,Canada,Clothing,Shirt,49,Female,1637.07,7,0.3,590.55
ORD001249,2024-10-26,West,UK,Furniture,Shirt,56,Female,1502.64,7,0.34,1065.2
ORD001250,2024-09-18,North,USA,Electronics,Shirt,54,Female,3728.61,3,0.08,136.61
ORD001251,2024-12-05,West,UK,Furniture,Printer,48,Male,2560.23,4,0.05,1335.9
ORD001252,2023-02-24,East,Bangladesh,Furniture,Chair,40,Female,4886.21,6,0.05,319.54
ORD001253,2024-11-21,South,Canada,Furniture,Shirt,37,Male,1671.37,3,0.38,475.33
ORD001254,2025-07-29,East,UK,Furniture,Shirt,53,Male,2158.22,1,0.27,1315.28
ORD001255,2022-05-14,East,UK,Clothing,Printer,25,Male,3893.47,2,0.1,1092.13
ORD001256,2024-06-30,East,Bangladesh,Clothing,Chair,28,Female,2288.07,9,0.28,413.69
ORD001257,2022-11-24,West,Bangladesh,Clothing,Shirt,60,Female,326.15,1,0.3,1448.58
ORD001258,2022-07-06,East,Bangladesh,Furniture,Printer,60,Male,2126.99,2,0.14,347.39
ORD001259,2024-01-03,North,Canada,Furniture,Table,40,Female,3679.26,2,0.25,291.29
ORD001260,2024-08-18,West,UK,Clothing,Chair,59,Male,700.61,1,0.26,1478.61
ORD001261,2023-05-14,East,UK,Electronics,Laptop,52,Female,4066.84,5,0.14,429.24
ORD001262,2022-09-21,South,Bangladesh,Clothing,Chair,24,Female,404.1,9,0.23,-162.53
ORD001263,2023-12-16,East,Bangladesh,Electronics,Phone,52,Female,1032.9,4,0.34,499.64
ORD001264,2022-12-14,North,UK,Clothing,Laptop,46,Female,1400.11,8,0.37,1150.49
ORD001265,2023-04-01,North,USA,Office Supplies,Printer,39,Female,947.73,8,0.33,563.84
ORD001266,2022-10-28,West,India,Furniture,Phone,49,Male,278.24,7,0.01,-49.13
ORD001267,2023-09-01,East,Canada,Furniture,Shirt,35,Male,995.47,7,0.19,840.43
ORD001268,2025-09-16,South,USA,Furniture,Chair,39,Female,3746.04,7,0.34,733.08
ORD001269,2023-08-25,East,USA,Electronics,Shirt,59,Female,3087.59,4,0.15,597.59
ORD001270,2022-03-16,East,India,Electronics,Chair,59,Male,4321.31,4,0.16,270.34
ORD001271,2023-04-25,North,Bangladesh,Electronics,Printer,41,Male,3087.67,4,0.13,1213.4
ORD001272,2024-03-04,North,Bangladesh,Electronics,Shirt,63,Male,1810.13,2,0.27,681.12
ORD001273,2025-09-08,West,India,Clothing,Laptop,60,Male,1297.43,8,0.23,780.52
ORD001274,2023-08-28,South,UK,Office Supplies,Printer,25,Male,2098.26,6,0.29,876.39
ORD001275,2024-11-23,West,Bangladesh,Furniture,Printer,63,Male,2606.07,5,0.05,1407.5
ORD001276,2024-04-20,North,India,Office Supplies,Shirt,50,Female,787.74,6,0.36,440.6
ORD001277,2024-09-04,East,Bangladesh,Office Supplies,Phone,50,Female,3395.1,1,0.36,448.9
ORD001278,2022-03-08,South,USA,Furniture,Printer,42,Female,3080.62,2,0.32,1125.71
ORD001279,2025-01-16,South,India,Office Supplies,Chair,24,Female,4771.09,1,0.21,1344.1
ORD001280,2023-09-30,East,USA,Office Supplies,Printer,55,Female,4832.08,9,0.12,235.08
ORD001281,2024-02-09,East,India,Electronics,Table,30,Female,3290.02,7,0.13,86.01
ORD001282,2023-10-23,North,Bangladesh,Electronics,Printer,54,Male,4978.23,8,0.08,120.2
ORD001283,2024-12-16,East,USA,Electronics,Table,52,Male,4367.05,2,0.01,1354.64
ORD001284,2023-12-17,West,UK,Electronics,Laptop,64,Male,4330.3,1,0.05,139.64
ORD001285,2022-12-30,East,Bangladesh,Clothing,Chair,61,Male,4549.5,8,0.39,356.84
ORD001286,2023-06-29,South,Canada,Clothing,Shirt,46,Male,2511.82,3,0.17,321.67
ORD001287,2024-12-10,South,Bangladesh,Furniture,Printer,62,Male,4935.22,5,0.39,1189.28
ORD001288,2025-12-21,North,Canada,Clothing,Chair,38,Female,4269.31,7,0.24,-88.24
ORD001289,2023-10-07,South,Canada,Furniture,Shirt,62,Female,3010.78,3,0.18,1223.22
ORD001290,2022-09-11,West,Bangladesh,Furniture,Laptop,18,Male,4568.71,7,0.1,910.3
ORD001291,2023-01-15,West,Canada,Office Supplies,Table,29,Male,4338.42,5,0.17,657.6
ORD001292,2022-04-13,South,Canada,Electronics,Phone,48,Male,3789.43,8,0.02,299.95
ORD001293,2024-04-06,West,USA,Office Supplies,Phone,36,Male,2050.43,6,0.15,996.25
ORD001294,2025-06-13,West,India,Electronics,Shirt,52,Female,2619.01,6,0.37,995.08
ORD001295,2025-05-12,East,UK,Electronics,Table,34,Male,3237.54,6,0.28,328.68
ORD001296,2025-04-06,North,Canada,Office Supplies,Shirt,48,Male,4001.84,6,0.11,1181.14
ORD001297,2023-06-23,West,India,Clothing,Laptop,38,Male,3699.93,7,0.15,183.15
ORD001298,2023-06-30,North,USA,Office Supplies,Phone,35,Female,431.64,4,0.07,158.93
ORD001299,2022-05-20,North,Bangladesh,Office Supplies,Phone,59,Male,2144.44,9,0.28,1307.85
ORD001300,2022-05-01,West,UK,Clothing,Shirt,40,Male,1773.76,2,0.37,379.41
ORD001301,2024-03-25,South,UK,Furniture,Laptop,52,Male,3076.52,3,0.35,874.58
ORD001302,2024-10-14,South,Canada,Electronics,Shirt,49,Male,2667.87,4,0.12,1257.51
ORD001303,2024-06-23,West,Bangladesh,Clothing,Phone,59,Male,4002.42,6,0.38,1180.23
ORD001304,2023-01-02,East,Canada,Office Supplies,Shirt,33,Female,4415.45,3,0.05,1131.22
ORD001305,2024-09-12,East,USA,Office Supplies,Chair,35,Female,2069.82,1,0.1,-87.18
ORD001306,2023-06-21,South,USA,Furniture,Shirt,63,Male,4238.48,9,0.08,862.24
ORD001307,2022-05-07,South,Bangladesh,Furniture,Table,47,Female,3086.76,1,0.32,-151.2
ORD001308,2024-02-01,North,Bangladesh,Electronics,Shirt,42,Female,511.51,2,0.03,633.11
ORD001309,2024-09-04,South,UK,Electronics,Laptop,36,Male,3250.58,4,0.31,1209.26
ORD001310,2023-01-01,West,India,Electronics,Table,37,Female,804.51,8,0.3,1227.1
ORD001311,2025-02-25,West,India,Office Supplies,Chair,49,Female,4187.22,8,0.13,928.09
ORD001312,2024-10-20,South,USA,Clothing,Chair,57,Female,2165.23,8,0.15,948.48
ORD001313,2023-05-05,East,Canada,Office Supplies,Printer,22,Female,4305.11,1,0.13,1152.34
ORD001314,2023-06-23,East,UK,Office Supplies,Chair,52,Female,347.96,3,0.29,1159.57
ORD001315,2025-08-28,East,UK,Furniture,Table,19,Male,4661.49,4,0.38,62.99
ORD001316,2023-11-06,West,Canada,Clothing,Phone,44,Male,1287.8,3,0.03,227.91
ORD001317,2023-04-02,East,UK,Clothing,Shirt,57,Male,4324.48,1,0.05,36.76
ORD001318,2022-09-02,East,Bangladesh,Furniture,Chair,21,Male,210.89,6,0.08,1149.73
ORD001319,2024-07-28,South,Canada,Office Supplies,Phone,40,Male,4249.51,4,0.3,1234.95
ORD001320,2025-04-20,South,Canada,Clothing,Laptop,32,Male,1729.81,5,0.32,827.11
ORD001321,2025-10-09,North,USA,Office Supplies,Chair,47,Female,4626.64,4,0.07,783.36
ORD001322,2023-08-21,West,USA,Electronics,Laptop,26,Female,654.52,9,0.08,407.04
ORD001323,2024-12-20,East,UK,Furniture,Chair,47,Female,340.76,2,0.23,1317.55
ORD001324,2024-07-14,South,India,Furniture,Table,28,Male,2049.15,4,0.14,1292.35
ORD001325,2023-08-05,South,USA,Furniture,Laptop,21,Female,2793.53,6,0.23,-172.86
ORD001326,2022-04-02,South,USA,Clothing,Chair,22,Male,3271.19,2,0.13,1454.52
ORD001327,2025-04-17,South,Canada,Furniture,Chair,28,Female,684.68,8,0.15,451.83
ORD001328,2024-05-15,North,Canada,Furniture,Laptop,50,Female,3118.95,6,0.36,653.63
ORD001329,2025-02-16,East,India,Furniture,Phone,34,Male,816.87,2,0.02,1053.33
ORD001330,2025-02-18,East,India,Office Supplies,Shirt,42,Male,4871.96,9,0.37,-136.41
ORD001331,2024-05-12,North,UK,Furniture,Phone,47,Female,3076.53,1,0.06,689.13
ORD001332,2022-09-14,North,India,Furniture,Table,38,Female,3875.28,6,0.21,499.82
ORD001333,2023-07-21,East,India,Clothing,Printer,50,Female,4786.62,2,0.35,-35.0
ORD001334,2024-04-05,East,UK,Office Supplies,Shirt,60,Female,2996.97,3,0.35,641.7
ORD001335,2024-03-01,North,UK,Furniture,Table,25,Female,3545.51,5,0.08,808.28
ORD001336,2025-10-11,West,UK,Clothing,Table,57,Female,1544.56,4,0.05,664.24
ORD001337,2022-04-17,South,USA,Furniture,Shirt,58,Male,3915.0,4,0.2,1308.46
ORD001338,2024-06-26,East,UK,Clothing,Table,22,Female,205.37,6,0.17,-87.6
ORD001339,2022-05-23,South,India,Clothing,Chair,40,Female,1125.56,7,0.08,428.46
ORD001340,2022-04-27,West,India,Office Supplies,Table,50,Male,3813.2,2,0.27,1255.66
ORD001341,2022-07-26,South,India,Office Supplies,Chair,22,Male,2285.21,2,0.07,-185.97
ORD001342,2022-04-03,South,USA,Office Supplies,Chair,29,Female,1451.32,9,0.3,23.99
ORD001343,2024-06-28,East,UK,Clothing,Laptop,61,Female,4484.61,6,0.32,861.02
ORD001344,2024-12-30,East,Canada,Electronics,Table,40,Female,402.61,3,0.06,1109.22
ORD001345,2023-06-04,North,UK,Electronics,Chair,59,Female,4504.27,1,0.18,837.55
ORD001346,2023-05-14,East,Bangladesh,Electronics,Table,54,Male,872.05,5,0.16,971.4
ORD001347,2025-08-21,South,Canada,Electronics,Printer,57,Female,1026.03,7,0.24,677.98
ORD001348,2023-05-06,West,USA,Office Supplies,Chair,34,Female,4757.35,1,0.34,399.42
ORD001349,2024-06-26,North,India,Clothing,Laptop,33,Male,4416.5,3,0.14,1457.08
ORD001350,2024-10-15,South,UK,Office Supplies,Chair,50,Male,1333.13,9,0.02,528.84
ORD001351,2022-03-14,East,India,Office Supplies,Phone,55,Female,4374.57,1,0.04,603.76
ORD001352,2024-03-08,North,UK,Office Supplies,Printer,50,Female,4652.24,9,0.39,154.99
ORD001353,2022-07-26,West,India,Electronics,Printer,52,Female,2515.18,2,0.28,936.45
ORD001354,2025-04-07,North,Canada,Electronics,Table,24,Female,3496.59,7,0.39,906.12
ORD001355,2025-01-11,West,USA,Clothing,Printer,57,Male,800.1,1,0.21,-68.96
ORD001356,2024-06-19,West,USA,Electronics,Table,23,Male,729.96,9,0.07,1301.08
ORD001357,2022-10-19,West,India,Furniture,Printer,34,Male,3754.03,7,0.13,951.7
ORD001358,2022-03-12,South,India,Furniture,Laptop,61,Female,4936.66,2,0.01,857.65
ORD001359,2024-04-09,North,India,Office Supplies,Table,30,Male,960.57,2,0.32,1100.98
ORD001360,2023-12-01,South,UK,Office Supplies,Shirt,33,Male,2867.0,4,0.2,254.05
ORD001361,2024-10-18,East,UK,Furniture,Table,49,Female,2709.25,9,0.18,1360.25
ORD001362,2025-12-16,East,Canada,Electronics,Laptop,52,Male,3953.99,6,0.05,249.84
ORD001363,2022-12-23,North,USA,Furniture,Shirt,22,Male,3235.25,5,0.27,227.72
ORD001364,2022-11-26,North,Bangladesh,Clothing,Printer,29,Female,3301.09,4,0.18,504.51
ORD001365,2024-04-26,South,USA,Electronics,Phone,32,Male,3284.37,5,0.05,1486.21
ORD001366,2025-06-29,West,USA,Office Supplies,Printer,18,Female,3787.99,5,0.3,1419.3
ORD001367,2025-06-29,North,India,Clothing,Laptop,56,Male,3735.99,5,0.38,1272.82
ORD001368,2025-07-23,North,Canada,Furniture,Table,47,Male,3157.31,5,0.08,785.83
ORD001369,2025-03-26,North,India,Furniture,Chair,27,Male,1362.15,6,0.24,801.3
ORD001370,2024-03-23,West,Canada,Office Supplies,Table,57,Female,4091.72,6,0.38,417.89
ORD001371,2024-12-31,South,UK,Clothing,Printer,26,Female,2936.21,1,0.16,691.05
ORD001372,2025-06-17,North,USA,Office Supplies,Laptop,51,Female,1917.28,7,0.04,536.24
ORD001373,2025-11-16,South,Canada,Electronics,Chair,63,Male,3597.3,1,0.01,852.15
ORD001374,2022-12-18,East,USA,Clothing,Chair,34,Male,2723.56,7,0.08,34.75
ORD001375,2023-02-02,East,India,Furniture,Laptop,48,Male,2356.27,6,0.25,440.93
ORD001376,2025-06-28,West,India,Electronics,Printer,28,Male,1736.79,7,0.36,360.19
ORD001377,2023-07-05,North,India,Office Supplies,Printer,23,Female,1974.35,5,0.33,-40.32
