Session_ID,Visit_Date,Traffic_Source,Device_Type,Product_Category,Pages_Viewed,Time_Spent_Minutes,Added_To_Cart,Purchase_Made,Order_Value,Customer_Country,Customer_Age
SES018577,2023-12-28,YouTube,Desktop,Sports,18,63.08,Yes,Yes,9838.17,Bangladesh,39
SES018578,2023-03-13,Facebook,Desktop,Home,14,79.77,No,No,3771.66,India,48
SES018579,2024-04-07,YouTube,Mobile,Fashion,25,119.79,No,No,13900.73,USA,60
SES018580,2022-03-23,Google,Desktop,Electronics,25,104.83,Yes,No,22192.85,Bangladesh,44
SES018581,2025-11-11,YouTube,Mobile,Fashion,21,88.78,Yes,No,24975.53,Canada,29
SES018582,2023-03-26,Facebook,Desktop,Home,2,47.65,Yes,No,5862.34,USA,42
SES018583,2024-12-10,Direct,Tablet,Electronics,6,66.34,No,No,8268.4,Germany,18
SES018584,2022-05-12,YouTube,Desktop,Beauty,12,88.28,Yes,Yes,29411.86,Bangladesh,20
SES018585,2024-09-16,Facebook,Mobile,Electronics,11,55.85,No,No,24973.77,Bangladesh,58
SES018586,2025-08-07,Direct,Mobile,Electronics,8,21.97,Yes,No,24156.99,Germany,46
SES018587,2024-02-27,Google,Tablet,Electronics,4,56.53,Yes,No,25379.88,Germany,42
SES018588,2025-10-29,Facebook,Desktop,Home,28,32.18,No,Yes,4697.74,Canada,28
SES018589,2025-08-20,Direct,Desktop,Fashion,23,80.29,No,No,25260.46,India,54
SES018590,2023-07-24,Facebook,Desktop,Beauty,17,94.7,Yes,No,13750.52,USA,33
SES018591,2025-09-15,Direct,Mobile,Sports,29,27.77,No,No,27449.23,Bangladesh,35
SES018592,2025-10-05,Instagram,Mobile,Beauty,24,45.47,No,No,27624.51,Bangladesh,47
SES018593,2022-10-08,Facebook,Desktop,Home,28,41.97,Yes,No,10268.08,Canada,60
SES018594,2025-12-04,Direct,Desktop,Fashion,8,76.85,No,No,29470.18,USA,33
SES018595,2022-02-06,Direct,Tablet,Sports,23,114.68,No,No,8900.9,Bangladesh,58
SES018596,2025-07-17,Instagram,Mobile,Home,14,9.57,No,No,27405.59,Germany,58
SES018597,2023-03-14,YouTube,Tablet,Home,19,46.6,No,Yes,21819.45,USA,56
SES018598,2022-08-13,Google,Mobile,Fashion,3,107.26,Yes,No,24521.62,Germany,60
SES018599,2024-12-15,Facebook,Mobile,Electronics,13,66.62,No,No,9946.06,Germany,53
SES018600,2024-04-25,Instagram,Mobile,Home,28,44.45,No,No,6094.01,Germany,18
SES018601,2024-01-06,Instagram,Desktop,Fashion,10,37.89,Yes,No,12617.55,Canada,63
SES018602,2023-01-05,YouTube,Mobile,Sports,21,88.11,No,No,10.35,USA,41
SES018603,2023-11-14,Google,Desktop,Beauty,22,19.24,No,No,8928.76,USA,34
SES018604,2022-10-05,YouTube,Tablet,Fashion,16,57.92,No,No,21456.85,India,37
SES018605,2024-09-14,Instagram,Mobile,Home,11,64.13,No,Yes,17422.73,Canada,37
SES018606,2024-10-01,Google,Mobile,Home,4,109.13,No,No,23737.99,Canada,51
SES018607,2023-12-20,YouTube,Desktop,Fashion,10,37.48,No,No,3496.19,Canada,37
SES018608,2025-09-07,YouTube,Desktop,Sports,19,6.67,No,Yes,6230.91,India,26
SES018609,2024-07-03,YouTube,Mobile,Home,23,22.71,No,No,7934.44,Canada,49
SES018610,2024-08-23,YouTube,Tablet,Home,17,112.44,Yes,Yes,6789.49,Canada,59
SES018611,2023-05-18,Direct,Mobile,Home,23,20.74,No,Yes,28064.55,USA,58
SES018612,2024-05-27,YouTube,Mobile,Home,7,21.8,Yes,No,15342.63,Germany,56
SES018613,2022-01-03,YouTube,Desktop,Fashion,12,54.51,Yes,No,20897.11,Canada,37
SES018614,2022-03-16,Google,Tablet,Electronics,18,9.75,No,Yes,8135.04,Germany,60
SES018615,2023-10-10,YouTube,Desktop,Electronics,5,54.25,No,No,21021.65,Bangladesh,48
SES018616,2023-04-24,Facebook,Desktop,Home,23,81.09,No,No,8443.3,Canada,24
SES018617,2022-12-10,Direct,Tablet,Electronics,8,45.6,Yes,No,21364.25,India,29
SES018618,2022-09-16,Facebook,Tablet,Beauty,26,103.43,Yes,Yes,13622.17,Bangladesh,57
SES018619,2023-01-02,Google,Mobile,Electronics,16,102.13,No,No,22402.57,Canada,63
SES018620,2024-02-24,YouTube,Mobile,Sports,21,112.67,No,No,16607.78,USA,46
SES018621,2023-07-08,Direct,Mobile,Sports,11,1.36,Yes,No,14615.37,Germany,60
SES018622,2025-05-07,Direct,Tablet,Sports,13,79.28,Yes,Yes,22666.35,Germany,20
SES018623,2023-07-07,YouTube,Desktop,Fashion,24,98.95,No,No,11511.88,India,50
SES018624,2025-02-09,Instagram,Mobile,Home,10,16.55,Yes,No,8952.44,India,39
SES018625,2023-01-23,Facebook,Tablet,Sports,15,50.45,Yes,No,13156.22,Canada,45
SES018626,2023-09-11,Instagram,Desktop,Beauty,29,66.02,No,No,14054.75,Germany,62
SES018627,2024-07-09,YouTube,Tablet,Sports,10,13.44,Yes,Yes,17227.7,Bangladesh,26
SES018628,2024-09-29,Google,Mobile,Fashion,8,70.11,No,No,4821.86,Canada,24
SES018629,2024-02-20,Direct,Desktop,Beauty,12,118.13,No,Yes,5241.49,USA,64
SES018630,2022-04-01,Facebook,Tablet,Sports,18,47.67,Yes,Yes,20215.8,USA,58
SES018631,2022-03-24,Facebook,Desktop,Fashion,5,82.96,Yes,No,8776.69,Germany,23
SES018632,2024-03-13,Google,Desktop,Home,1,29.96,Yes,Yes,4896.07,USA,31
SES018633,2023-02-14,Instagram,Mobile,Beauty,28,85.69,No,No,16997.88,Canada,23
SES018634,2022-09-28,Direct,Mobile,Home,16,41.36,Yes,No,12637.23,USA,39
SES018635,2022-11-15,YouTube,Desktop,Fashion,27,40.47,Yes,No,15482.01,Germany,29
SES018636,2022-05-12,Facebook,Desktop,Home,17,49.65,Yes,No,10193.28,Canada,26
SES018637,2024-07-19,YouTube,Desktop,Sports,22,32.98,Yes,No,26835.38,India,39
SES018638,2025-06-30,Instagram,Mobile,Electronics,2,15.6,No,No,26038.33,Germany,25
SES018639,2022-09-28,Instagram,Mobile,Beauty,10,89.96,No,No,2780.76,India,54
SES018640,2025-03-19,Direct,Mobile,Sports,10,66.2,No,Yes,23693.11,Canada,34
SES018641,2025-12-20,YouTube,Tablet,Fashion,26,107.82,No,Yes,3679.05,Bangladesh,25
SES018642,2022-06-01,YouTube,Tablet,Fashion,9,3.61,Yes,No,22733.72,Canada,22
SES018643,2023-06-07,Direct,Tablet,Home,3,96.62,Yes,No,1051.2,Bangladesh,27
SES018644,2025-04-18,Direct,Tablet,Beauty,10,109.05,Yes,Yes,28454.02,USA,60
SES018645,2022-12-12,Direct,Mobile,Sports,24,77.02,No,No,2522.05,USA,47
SES018646,2025-03-09,Instagram,Tablet,Fashion,29,40.17,Yes,No,29619.59,India,43
SES018647,2022-04-10,Facebook,Mobile,Sports,29,18.69,Yes,Yes,3845.87,India,27
SES018648,2025-01-12,Instagram,Tablet,Fashion,20,108.37,Yes,No,11141.2,India,23
SES018649,2022-09-04,Facebook,Mobile,Fashion,20,77.38,Yes,No,24725.94,India,43
SES018650,2024-07-20,Direct,Desktop,Electronics,6,37.78,Yes,No,14085.92,Bangladesh,23
SES018651,2022-05-18,Google,Tablet,Electronics,12,26.25,No,No,11693.34,Bangladesh,48
SES018652,2022-07-12,Instagram,Desktop,Fashion,13,97.68,Yes,Yes,17608.95,Germany,60
SES018653,2023-06-14,Instagram,Mobile,Fashion,29,31.46,No,No,22394.03,Germany,39
SES018654,2025-05-19,Direct,Desktop,Beauty,10,33.69,Yes,Yes,15541.93,Germany,41
SES018655,2024-08-04,Direct,Desktop,Sports,12,23.74,Yes,No,19145.85,Canada,26
SES018656,2025-05-21,YouTube,Mobile,Home,29,67.92,Yes,No,979.38,Bangladesh,40
SES018657,2022-03-09,Direct,Mobile,Fashion,17,116.45,No,Yes,8587.2,Canada,30
SES018658,2023-03-25,Google,Desktop,Sports,5,9.21,Yes,No,24628.55,Canada,44
SES018659,2025-03-20,Instagram,Desktop,Beauty,3,46.66,Yes,Yes,1566.29,USA,30
SES018660,2022-01-08,Direct,Desktop,Home,17,112.23,Yes,No,27470.76,Bangladesh,24
SES018661,2024-11-14,Google,Mobile,Sports,24,52.39,No,No,23440.24,USA,61
SES018662,2022-06-06,Instagram,Desktop,Fashion,26,82.68,No,No,10232.79,Canada,28
SES018663,2025-11-11,YouTube,Tablet,Fashion,23,100.51,Yes,No,22322.61,Germany,36
SES018664,2025-01-10,Google,Desktop,Sports,26,106.31,Yes,No,10142.94,USA,50
SES018665,2022-05-08,Facebook,Mobile,Home,21,32.29,No,No,12411.71,Germany,44
SES018666,2022-01-31,Facebook,Desktop,Fashion,7,68.73,Yes,No,28181.49,India,55
SES018667,2023-06-10,Facebook,Tablet,Fashion,11,94.51,Yes,No,27297.55,USA,62
SES018668,2022-04-12,Google,Mobile,Sports,25,110.92,Yes,No,1530.29,Bangladesh,51
SES018669,2023-06-16,Google,Tablet,Sports,24,76.81,No,No,3931.7,Canada,28
SES018670,2022-07-24,Direct,Tablet,Fashion,9,9.44,Yes,Yes,21829.85,USA,20
SES018671,2022-07-27,Facebook,Desktop,Home,4,27.72,Yes,No,1144.74,India,23
SES018672,2024-12-23,Instagram,Tablet,Electronics,25,17.57,Yes,No,9220.24,Canada,49
SES018673,2025-03-05,Direct,Desktop,Beauty,15,113.44,Yes,Yes,2190.26,Canada,25
SES018674,2024-12-07,Direct,Desktop,Home,22,74.58,No,No,17582.63,Bangladesh,25
SES018675,2023-08-26,Facebook,Desktop,Fashion,5,34.49,Yes,Yes,11307.58,India,26
SES018676,2023-06-27,Direct,Desktop,Beauty,24,52.09,Yes,No,11908.14,India,32
SES018677,2022-07-20,Direct,Mobile,Fashion,18,56.47,No,Yes,19652.3,Canada,62
SES018678,2024-04-18,Google,Desktop,Fashion,1,55.65,No,No,10810.5,USA,19
SES018679,2024-10-03,Instagram,Mobile,Sports,1,20.15,No,Yes,16177.67,Canada,64
SES018680,2022-12-12,Google,Mobile,Sports,24,109.2,Yes,No,26793.9,USA,20
SES018681,2022-03-15,Google,Desktop,Electronics,21,92.96,Yes,No,19881.38,USA,57
SES018682,2025-11-25,Facebook,Mobile,Sports,6,92.38,Yes,No,21929.24,India,36
SES018683,2025-01-19,Google,Tablet,Beauty,11,113.82,Yes,No,18965.47,Germany,28
SES018684,2022-09-18,Instagram,Tablet,Electronics,15,54.73,No,No,27218.39,USA,24
SES018685,2022-09-19,Direct,Desktop,Beauty,27,1.3,Yes,No,29155.82,Germany,27
SES018686,2025-02-11,Direct,Tablet,Sports,4,43.15,Yes,No,25529.49,Germany,40
SES018687,2023-06-22,Facebook,Desktop,Fashion,26,55.99,No,Yes,26517.85,Canada,36
SES018688,2023-07-19,Facebook,Tablet,Home,10,42.85,Yes,No,28584.44,Germany,50
SES018689,2022-02-11,Facebook,Tablet,Beauty,4,68.04,No,Yes,1706.48,Canada,61
SES018690,2022-08-18,Instagram,Mobile,Home,17,103.63,No,No,12849.61,Canada,33
SES018691,2024-06-08,Google,Desktop,Electronics,21,27.29,No,No,14644.86,India,45
SES018692,2023-06-18,Instagram,Tablet,Sports,19,94.11,No,No,12525.99,Bangladesh,44
SES018693,2022-05-07,Instagram,Desktop,Sports,9,22.79,No,Yes,21686.43,Bangladesh,21
SES018694,2024-12-17,Google,Mobile,Beauty,11,103.38,No,No,15669.75,India,63
SES018695,2024-03-17,Direct,Mobile,Fashion,12,100.1,No,Yes,6360.55,India,45
SES018696,2024-11-29,Google,Desktop,Fashion,24,106.0,Yes,No,14415.2,USA,44
SES018697,2024-03-28,Instagram,Mobile,Home,18,17.08,No,Yes,12749.9,India,57
SES018698,2023-09-16,Facebook,Tablet,Beauty,10,12.72,No,No,29568.25,USA,28
SES018699,2025-05-31,Facebook,Desktop,Electronics,5,80.04,No,Yes,24777.61,Bangladesh,26
SES018700,2022-11-03,Facebook,Tablet,Beauty,19,18.65,Yes,No,19731.53,Bangladesh,26
SES018701,2024-12-25,Instagram,Mobile,Electronics,13,101.18,No,Yes,13652.01,India,48
SES018702,2024-06-15,Facebook,Tablet,Beauty,14,108.48,Yes,No,17272.85,Germany,50
SES018703,2022-12-31,Facebook,Mobile,Electronics,10,34.52,Yes,No,12882.52,Bangladesh,64
SES018704,2024-02-05,Instagram,Mobile,Electronics,11,67.48,No,No,3075.86,India,32
SES018705,2025-01-12,Direct,Mobile,Electronics,21,61.96,Yes,Yes,21757.14,India,51
SES018706,2024-07-17,Facebook,Desktop,Home,18,5.37,Yes,No,10899.03,Germany,53
SES018707,2023-03-11,Facebook,Tablet,Electronics,29,25.0,No,Yes,22935.33,USA,46
SES018708,2022-07-27,Facebook,Desktop,Fashion,9,91.54,No,No,12563.96,Canada,50
SES018709,2025-06-26,Instagram,Mobile,Electronics,24,119.34,Yes,No,26523.13,USA,37
SES018710,2025-11-10,Instagram,Desktop,Beauty,15,55.54,Yes,No,4585.39,India,39
SES018711,2024-04-25,Direct,Mobile,Electronics,15,113.54,Yes,No,9980.2,USA,35
SES018712,2025-12-01,Facebook,Tablet,Home,19,1.21,No,No,8323.83,USA,41
SES018713,2025-01-02,Direct,Desktop,Home,9,74.69,Yes,Yes,7215.2,USA,29
SES018714,2022-02-19,Instagram,Tablet,Fashion,27,109.98,Yes,No,2693.25,India,47
SES018715,2024-10-20,YouTube,Desktop,Home,13,91.98,Yes,Yes,16127.68,Canada,21
SES018716,2023-09-19,YouTube,Mobile,Beauty,13,117.37,No,No,12781.27,Germany,31
SES018717,2025-04-16,Google,Tablet,Sports,18,34.81,No,No,13316.26,USA,34
SES018718,2022-10-30,Facebook,Desktop,Electronics,18,24.55,Yes,No,1203.01,USA,34
SES018719,2025-08-08,Direct,Desktop,Electronics,12,112.19,Yes,No,25461.95,Bangladesh,23
SES018720,2022-05-07,Direct,Mobile,Sports,6,22.73,Yes,No,10071.6,Bangladesh,46
SES018721,2023-06-16,YouTube,Tablet,Beauty,22,107.95,Yes,Yes,18131.87,Germany,43
SES018722,2023-02-02,Instagram,Tablet,Beauty,27,36.62,Yes,No,28296.79,India,38
SES018723,2024-09-23,Direct,Tablet,Home,28,100.63,No,No,21719.08,USA,62
SES018724,2022-12-02,Direct,Tablet,Beauty,25,67.56,No,No,12952.45,Germany,20
SES018725,2023-10-24,Instagram,Tablet,Fashion,28,62.31,No,No,19552.44,USA,35
SES018726,2025-04-14,Direct,Desktop,Beauty,11,110.55,Yes,No,1356.87,Bangladesh,48
SES018727,2025-04-26,Instagram,Desktop,Sports,13,118.46,No,No,3823.44,USA,46
SES018728,2022-04-13,Google,Desktop,Home,10,60.1,Yes,Yes,17172.99,Canada,18
SES018729,2022-12-15,Google,Tablet,Electronics,9,19.97,No,No,7859.24,Bangladesh,28
SES018730,2024-03-18,Direct,Mobile,Beauty,9,71.53,Yes,No,9477.58,India,56
SES018731,2025-12-18,Direct,Desktop,Beauty,10,41.72,No,Yes,8265.01,Bangladesh,29
SES018732,2025-11-20,Direct,Tablet,Beauty,26,9.91,Yes,No,18027.67,Germany,52
SES018733,2025-03-01,YouTube,Desktop,Beauty,5,82.35,Yes,No,2975.89,India,48
SES018734,2023-06-11,Facebook,Desktop,Fashion,15,95.31,No,No,22154.4,Germany,57
SES018735,2025-09-18,Google,Desktop,Fashion,16,80.06,Yes,No,3635.46,Germany,55
SES018736,2023-08-18,Instagram,Desktop,Sports,8,22.78,Yes,No,24504.19,Bangladesh,28
SES018737,2024-04-08,Facebook,Tablet,Home,15,82.77,Yes,Yes,17487.53,USA,33
SES018738,2025-01-30,Google,Mobile,Beauty,7,53.61,Yes,Yes,11073.99,India,55
SES018739,2022-08-09,YouTube,Tablet,Home,3,67.1,No,No,12961.41,Bangladesh,37
SES018740,2023-01-11,Google,Desktop,Sports,19,60.23,Yes,Yes,29838.72,Bangladesh,32
SES018741,2023-12-17,Direct,Tablet,Beauty,27,61.31,No,No,721.39,Germany,39
SES018742,2022-01-26,YouTube,Mobile,Electronics,14,34.34,Yes,No,27193.45,Bangladesh,30
SES018743,2022-04-02,Facebook,Mobile,Beauty,4,35.43,Yes,No,803.39,Germany,20
SES018744,2025-12-04,Instagram,Mobile,Electronics,6,22.11,Yes,No,9550.63,Canada,19
SES018745,2024-05-26,Google,Tablet,Sports,3,34.0,Yes,Yes,20570.02,Germany,35
SES018746,2025-01-02,YouTube,Desktop,Home,29,7.5,No,No,7739.97,Germany,44
SES018747,2025-01-11,Facebook,Tablet,Sports,21,43.8,Yes,No,1142.36,Germany,25
SES018748,2024-05-30,YouTube,Tablet,Electronics,22,112.08,Yes,Yes,7502.53,Germany,58
SES018749,2022-02-08,Google,Tablet,Home,9,84.64,No,No,4301.45,USA,27
SES018750,2024-11-10,Google,Tablet,Home,24,88.7,No,No,21786.09,USA,41
SES018751,2022-04-15,Direct,Tablet,Beauty,8,55.13,Yes,Yes,11292.0,Germany,20
SES018752,2023-10-20,Facebook,Tablet,Home,3,32.03,No,Yes,27998.17,Canada,52
SES018753,2023-09-19,Google,Tablet,Electronics,28,27.62,Yes,Yes,1417.71,Canada,51
SES018754,2023-01-31,YouTube,Mobile,Electronics,15,114.2,Yes,No,18663.73,Canada,59
SES018755,2024-06-20,Instagram,Tablet,Beauty,18,20.24,Yes,No,28327.93,USA,54
SES018756,2023-03-22,Facebook,Desktop,Sports,2,6.05,No,Yes,1281.95,Canada,64
SES018757,2024-08-08,Google,Tablet,Beauty,24,117.32,Yes,Yes,15324.36,USA,46
SES018758,2023-09-05,YouTube,Tablet,Electronics,5,87.57,Yes,Yes,8745.08,USA,59
SES018759,2022-10-24,YouTube,Mobile,Home,13,7.04,No,No,6015.99,India,27
SES018760,2023-02-17,YouTube,Tablet,Home,9,45.59,Yes,Yes,9627.5,India,26
SES018761,2024-03-18,Google,Tablet,Sports,20,79.84,No,No,11817.35,India,63
SES018762,2024-12-17,Google,Desktop,Electronics,21,1.52,No,No,15836.33,India,29
SES018763,2025-01-14,Instagram,Tablet,Sports,4,52.94,Yes,No,16113.89,Germany,49
SES018764,2023-11-08,Facebook,Tablet,Electronics,22,106.28,Yes,Yes,10815.09,USA,28
SES018765,2022-11-25,Facebook,Tablet,Fashion,4,113.73,No,No,5345.19,Germany,62
SES018766,2024-03-20,Google,Desktop,Fashion,17,35.19,No,No,29883.24,India,21
SES018767,2024-03-21,Instagram,Desktop,Sports,28,3.87,No,No,22551.52,Canada,49
SES018768,2023-12-07,Google,Desktop,Home,7,45.16,Yes,Yes,25793.91,Bangladesh,47
SES018769,2025-01-01,Instagram,Mobile,Home,26,110.63,No,Yes,18497.8,India,31
SES018770,2023-01-26,Direct,Tablet,Electronics,20,98.65,No,No,26348.14,India,44
SES018771,2023-04-27,Direct,Tablet,Sports,7,29.04,No,Yes,4101.01,Canada,32
SES018772,2024-10-28,YouTube,Desktop,Electronics,27,75.19,Yes,Yes,29135.43,India,43
SES018773,2023-09-13,Google,Mobile,Fashion,4,12.5,Yes,Yes,11049.67,India,24
SES018774,2025-05-13,Facebook,Desktop,Electronics,28,33.59,No,No,13099.56,India,59
SES018775,2024-03-14,YouTube,Mobile,Sports,23,76.39,No,Yes,6400.26,Germany,44
SES018776,2024-01-30,YouTube,Tablet,Sports,14,49.24,Yes,No,7051.1,Germany,35
SES018777,2023-07-22,Google,Desktop,Home,21,60.46,No,Yes,4393.85,India,56
SES018778,2022-05-30,Instagram,Mobile,Fashion,28,113.68,Yes,No,12481.54,Germany,55
SES018779,2023-12-16,Google,Mobile,Sports,4,44.38,Yes,No,20.24,India,48
SES018780,2023-12-16,YouTube,Mobile,Electronics,22,94.15,No,No,20022.9,Germany,42
SES018781,2022-12-30,Google,Tablet,Fashion,10,17.23,No,No,9291.21,India,31
SES018782,2022-07-26,YouTube,Desktop,Beauty,15,95.22,No,No,2637.9,Bangladesh,40
SES018783,2025-03-21,Facebook,Desktop,Fashion,17,77.96,No,Yes,4052.87,Bangladesh,21
SES018784,2022-03-30,Google,Tablet,Electronics,27,100.52,No,No,4699.16,Canada,33
SES018785,2024-07-13,Instagram,Desktop,Sports,1,48.33,Yes,No,730.82,India,37
SES018786,2022-08-21,Direct,Desktop,Fashion,25,71.48,Yes,No,26195.59,India,57
SES018787,2025-09-11,Facebook,Desktop,Home,1,109.93,No,Yes,26619.28,Bangladesh,46
SES018788,2022-06-10,Facebook,Tablet,Beauty,8,87.38,Yes,Yes,21946.49,Germany,59
SES018789,2022-11-11,YouTube,Tablet,Fashion,29,66.26,Yes,No,28190.42,India,63
SES018790,2023-07-14,YouTube,Mobile,Fashion,13,43.24,Yes,No,20402.35,India,47
SES018791,2024-10-02,Facebook,Mobile,Beauty,11,44.87,Yes,No,12552.71,India,55
SES018792,2024-05-22,Facebook,Desktop,Electronics,27,100.02,No,Yes,10294.48,Bangladesh,44
SES018793,2023-11-19,YouTube,Tablet,Sports,6,53.2,No,No,19774.11,India,28
SES018794,2023-06-22,YouTube,Tablet,Sports,23,94.81,No,No,8696.98,Canada,35
SES018795,2024-09-29,Google,Tablet,Fashion,13,71.24,Yes,Yes,8556.47,India,49
SES018796,2025-05-29,Direct,Mobile,Beauty,16,116.75,Yes,No,13484.14,Canada,45
SES018797,2022-10-15,Facebook,Desktop,Sports,6,18.39,Yes,No,6026.12,Bangladesh,60
SES018798,2024-05-08,Google,Tablet,Fashion,10,112.08,Yes,Yes,29556.07,Germany,41
SES018799,2025-04-06,Instagram,Desktop,Sports,15,35.76,Yes,Yes,26313.41,Bangladesh,26
SES018800,2024-11-07,YouTube,Tablet,Home,10,19.28,Yes,No,11658.37,USA,22
SES018801,2024-11-05,Instagram,Desktop,Electronics,17,6.14,Yes,No,14614.42,Canada,18
SES018802,2022-08-06,Google,Mobile,Home,29,118.19,No,No,2797.51,Bangladesh,56
SES018803,2022-06-27,Instagram,Mobile,Sports,2,98.0,No,Yes,4054.56,Bangladesh,20
SES018804,2024-10-19,Facebook,Desktop,Electronics,7,115.91,Yes,No,14715.38,India,41
SES018805,2023-12-12,Google,Mobile,Sports,25,80.17,Yes,Yes,29471.91,USA,32
SES018806,2022-12-09,YouTube,Mobile,Sports,1,91.07,Yes,No,3991.0,Germany,50
SES018807,2025-06-24,YouTube,Mobile,Fashion,25,93.7,Yes,No,6352.11,Bangladesh,55
SES018808,2025-01-26,Instagram,Tablet,Beauty,15,27.32,No,No,7825.1,Germany,22
SES018809,2023-04-23,Facebook,Desktop,Beauty,11,42.01,No,No,21404.34,Bangladesh,30
SES018810,2022-10-17,Google,Tablet,Fashion,6,30.81,No,No,27526.3,Germany,26
SES018811,2022-05-04,Direct,Tablet,Fashion,21,105.48,Yes,No,19758.09,Canada,48
SES018812,2022-07-11,Direct,Tablet,Electronics,21,21.72,Yes,No,18610.47,Germany,18
SES018813,2024-04-28,YouTube,Tablet,Beauty,14,30.13,Yes,Yes,3156.61,Germany,27
SES018814,2024-06-11,Instagram,Tablet,Sports,16,114.76,Yes,No,17276.95,Bangladesh,46
SES018815,2023-03-15,Direct,Mobile,Sports,12,58.68,Yes,No,25173.03,Bangladesh,41
SES018816,2025-01-10,Facebook,Desktop,Fashion,21,63.58,No,No,20679.67,India,45
SES018817,2024-09-22,YouTube,Mobile,Sports,3,91.68,No,No,3783.58,Bangladesh,35
SES018818,2023-04-12,YouTube,Desktop,Electronics,8,35.12,Yes,Yes,6144.81,Bangladesh,28
SES018819,2024-09-08,Instagram,Desktop,Home,29,44.93,Yes,No,7497.45,USA,31
SES018820,2024-06-19,Google,Tablet,Beauty,28,68.75,Yes,No,23607.72,Germany,36
SES018821,2022-10-15,Facebook,Mobile,Electronics,24,31.0,No,Yes,7378.28,Bangladesh,30
SES018822,2022-07-11,Facebook,Tablet,Electronics,1,69.86,Yes,Yes,9372.35,USA,56
SES018823,2025-12-01,YouTube,Desktop,Beauty,27,84.88,Yes,No,3160.98,India,59
SES018824,2024-07-03,Instagram,Desktop,Fashion,4,84.11,Yes,No,17026.28,Bangladesh,46
SES018825,2022-12-30,Facebook,Desktop,Sports,28,100.03,No,Yes,11218.8,Canada,55
SES018826,2022-09-20,Instagram,Desktop,Home,11,100.0,Yes,No,13633.25,Bangladesh,36
SES018827,2022-08-27,Direct,Mobile,Fashion,29,62.09,Yes,No,28798.35,Bangladesh,21
SES018828,2022-06-16,Instagram,Desktop,Home,10,38.09,No,Yes,13711.73,Bangladesh,62
SES018829,2023-06-20,Google,Tablet,Beauty,14,59.46,Yes,No,22906.19,Germany,55
SES018830,2022-01-03,Direct,Desktop,Beauty,3,16.49,No,Yes,1285.17,Germany,62
SES018831,2022-07-24,Direct,Tablet,Beauty,10,79.15,Yes,No,18450.31,India,31
SES018832,2022-12-03,Instagram,Mobile,Fashion,11,38.73,Yes,No,13977.2,Germany,18
SES018833,2023-12-17,Google,Mobile,Fashion,25,18.2,Yes,No,1736.87,USA,18
SES018834,2023-09-16,Google,Mobile,Home,3,100.92,No,Yes,29393.43,Canada,59
SES018835,2024-04-30,Facebook,Tablet,Beauty,24,87.92,Yes,No,16338.93,Canada,22
SES018836,2023-09-09,Direct,Mobile,Fashion,26,101.91,No,Yes,14553.23,India,40
SES018837,2025-01-16,Google,Mobile,Home,17,9.33,Yes,Yes,18643.22,USA,26
SES018838,2022-12-26,YouTube,Tablet,Fashion,19,32.72,Yes,Yes,27150.07,Bangladesh,44
SES018839,2022-06-09,Google,Mobile,Electronics,20,66.71,Yes,Yes,7949.89,Canada,52
SES018840,2024-05-27,Direct,Tablet,Beauty,25,17.87,Yes,Yes,4204.18,Germany,51
SES018841,2023-06-19,Google,Mobile,Electronics,13,105.68,No,No,15937.02,USA,51
SES018842,2024-05-26,Instagram,Mobile,Electronics,21,108.29,Yes,No,7908.81,Germany,63
SES018843,2022-11-04,Facebook,Tablet,Fashion,8,7.82,Yes,No,2351.02,Bangladesh,39
SES018844,2023-01-07,Facebook,Tablet,Electronics,10,85.76,Yes,No,15434.17,Canada,27
SES018845,2023-07-19,YouTube,Desktop,Beauty,27,97.23,Yes,No,11375.85,Germany,27
SES018846,2025-05-02,YouTube,Tablet,Electronics,3,67.43,No,No,29360.05,India,27
SES018847,2022-01-16,Facebook,Mobile,Fashion,6,72.22,Yes,Yes,4865.6,India,46
SES018848,2025-04-03,Instagram,Tablet,Fashion,22,48.24,No,No,25121.87,Canada,60
SES018849,2023-09-18,Facebook,Tablet,Beauty,6,86.34,No,No,23769.36,Bangladesh,34
SES018850,2023-11-28,Instagram,Mobile,Sports,24,92.86,Yes,No,16294.63,Canada,45
SES018851,2022-07-09,Google,Mobile,Fashion,17,9.91,Yes,No,19105.82,Germany,43
SES018852,2025-01-03,Facebook,Desktop,Electronics,27,38.21,Yes,Yes,6342.14,USA,54
SES018853,2025-01-27,Instagram,Desktop,Electronics,16,84.02,No,Yes,20861.67,USA,33
SES018854,2025-05-16,Instagram,Mobile,Sports,14,8.0,Yes,No,29210.95,Bangladesh,38
SES018855,2022-03-01,Direct,Mobile,Electronics,4,29.33,Yes,No,3664.43,Germany,50
SES018856,2024-08-24,Direct,Mobile,Sports,8,50.49,Yes,No,26792.58,Canada,55
SES018857,2024-04-18,Google,Tablet,Sports,22,110.78,No,No,14028.48,Germany,62
SES018858,2022-02-08,Facebook,Mobile,Home,2,1.79,No,No,29239.25,Germany,48
SES018859,2023-06-30,Facebook,Tablet,Fashion,13,18.9,No,No,1908.01,Germany,59
SES018860,2023-11-11,Instagram,Desktop,Sports,11,68.73,Yes,No,10867.92,USA,59
SES018861,2023-06-13,Direct,Tablet,Fashion,3,93.96,Yes,No,15934.76,India,42
SES018862,2025-04-07,Facebook,Tablet,Sports,11,5.23,Yes,No,9555.1,USA,28
